tweet,label
freedom went missing midday,neutral
merit mr propaganda,fake
waiting huge declaration believe general,neutral
update phone network bro,neutral
better conserve energy mm shouting iebcresults2022,fake
people shall prevail,fact
overtaken tally kenyadecides kenyaschoice kenyansdecides2022 kenyayaamua2022,fact
karis75568579 gathara answer looking calling mass action burning people church thing,neutral
congratulations th mizaniafrica hon hon future blue people spoken,neutral
musakiema disappearing people normal stealing passed law youre thief arrested steal dont cooperate powers arrested welcome new kenya,neutral
tanzanians admire kenya ug tz country guy president early morning,neutral
laugh remain bondage banker,neutral
electionske22 state politics kenya bluebandkenya,neutral
time people understand blue band yellow inside love way country peaceful candidates conceding defeat opponents graciously cudos iebc kenya putting transparent process far,neutral
swear man clearly winning ahead rival competitor election fever soo high refurbishing repairing nation viva,neutral
despots home waiting,neutral
salute patriotic kenyan job congratulations,fake
electionske youthful legislator south mugirango bw sylvannus osoro smelt existing vacuum gusii leadership win s poised void going son grab opportunity steal,neutral
heard s s fault coz candidate,fake
dawn s people god s appointment calm serve kenyans favour discrimination voted t unite better nation,neutral
s percentage turn,neutral
come home na given cs ministry health deal,neutral
wasnt obvious predictions fact win obvious congratulations,neutral
mungaikihanya confident,neutral
mungaikihanya media denial know iebc submitted percent forms,fact
sk way congratulate hon way sense,neutral
iebc kenya arrogance leaders t tame,neutral
iebc kenya problem isn t s politicians scrambling,neutral
kenya large sorry,neutral
winner takes narrative learn tolerate concede defeats government run winner opposition time,neutral
wamu naomiwanjik danmukile patrickwachiraw uncle willy doyen choice,fact
maybe ring,neutral
shaking hands president,neutral
awwwwh sad slapping everybody home office remember tweet,neutral
matter court earlier thief arrested,fake
tallying ongoing ve au comesa met w pres u w iebckenya remain engaged urge patience w iebc complete work credible outcome underpins kenya s peace stability,fact
progress match turning uda kenya kenyacc,neutral
wicked man like think end,neutral
equally kenya kwanza team led rest instruments peace tweet manage expectations fellow azimio supporters good fight support won 4,fact
analysis forms bs shared iebc supporter manage expectations azimio followers humbly submit th president kenya congratulations sir president 4,neutral
iebc kenya understand going difficult moments accept defeat s public domain president,fake
let lesson shouldn t undermine ability common mwananchi officially jubilee joins kanu retirement jeremiahkioni,neutral
exercising powers vested constitution declare president elect deputy president elect elections held th august matter hours,fact
opponents look composed focussing process tallying shows u sure victory kenyans reading lines iebc kenya,neutral
kenyans cope like voted president elect,fake
mr choose path ll far like ism ended opportunity shape politics region people cocoon got capacity,neutral
ckapsile t blame knows follow instructions failed way enjoy thinking going,neutral
wa thank professor arousing spirit,neutral
jay paul254 shall like lots wife,neutral
senatornyeri27 determinants b derived c derived b,fact
okakajunior1 s vote stop deep state,fact
remember god bless humiliation guy went stand end ism moism s win like independence electionske2022,neutral
t apart handing tools power president elect,neutral
s dusted sir,neutral
president eloquent fluent th,neutral
totolinet shall engage,neutral
doubt result download form s compare matter time th president unveiled,fact
happen come ilk tell ahead block accessing house meuv,neutral
thomastuchel studied people pull suprises low prices,neutral
uda kenya h electionske2022 come pass smkenya,neutral
ts adone deal bro,neutral
bullejr3 leader politician,fact
people dealing better deal long time friend bad trust enemy,neutral
babu lost elections boss note twitter kot uda kenya,fake
senator governor,fact
kiems kit game changer,neutral
intlcrimcourt kenya kindly requesting follow closely plans led mighty families election suspecting victory excellency denied state kindly,neutral
comeback celebrating early lead,neutral
paulinenjau5 s fault sense uncertainty hustlernation fraternity sitting president endorsed candidate wished best country age time,neutral
mbukumichael coincidence s truly th president elect,neutral
dear hustler nation president elect tomorrow things books book,neutral
breaking news concedes defeat admits winning,fact
ready anytime swearing president elect,neutral
incoming cs treasury dr musyimi,fake
country needs direction precise,neutral
like people behave like better superior view life chose reasons t impose reasoning,neutral
christosm77 ammiel info perfect specie,neutral
pictures thousand words sadness kimaningunjiri robin hood bring home better nairobi,neutral
s okay endorsed winner based public domain specifically bomas ntc decision lies period audacity contradict,neutral
tash philip3 t attempt thy feel embarrassed,neutral
king kenyan politics matter time official thkenyaelections2022 breakingnews kenyadecides2022,neutral
congratulations th president elect t vote,neutral
dear media break news conceded defeat emphasise endorsed runner candidate announce winner time comes figures speak need homethank,fake
god bless soo,neutral
congratulations boss seen power prayer fasting,neutral
concede defeat,neutral
peace pray deputy president,neutral
vote nairobi convice carolshia cast vote behalf favour monday kfc victory won voted eldoret,neutral
far alleged shooting case chubukabwi polling station,neutral
reuters iebc kenya intlcrimcourt th right,neutral
t need rocket science know power headed wahiga finally concedes defeat cro form c,fact
omwanza pain losing lsk,neutral
janetlwanye kibukofridah oriengomathan tribalism end sad elect people based tribe,neutral
unfortunately camera lens degrees grow acquire,neutral
father son holy spirit god watching keenly psalms 6 heavens declare righteousness peoples glory juma maroo south mugirango moticho ward mca ronald achira mp silvenus osoro,neutral
coming president dr th kenyaelections2022 kenyadecides2022 kenyaschoice2022 c,neutral
maureenkirwa iebc kenya kenya chrome extension efaidnbmnnnibpcajpcglclefindmkaj note form b belgut constituency posted iebc website,fact
stop nonsense murderer,fake
kibukofridah thanks concession need people,neutral
bucalez buying time m pretty sure gathering evidence electoral malpractice protest presidential results denial,fake
m s son somebody,neutral
bookish harmony wy ngutuku president elect hv blessed sunday,neutral
mcdanie51918902 prove loudly chances trying convince,neutral
t depending citizen tv data ahead,fake
nairobi work president,neutral
guy honest electorates,neutral
th freedom coming freedomer,neutral
announce,neutral
wa stop turnishing good prof isaiah wa wrong,neutral
kisero tuffy resting eagerly waiting th today,neutral
wa whish stage denial,neutral
dear saddest thing betreyal comes enemies,neutral
kwenda burewewe,neutral
kot stopped pauline appointed ministry tourism 7m kenyans stopped ministry foreign affairs voting little singing bird whining ve thought remains memelady good years,fact
gunnerafrican secblinken iebc kenya intncrimcourt said winner,neutral
wa wa suggestion ensure transparency verification process t form polling station projected big screen agents compare form bs faster way table rigging,neutral
despite shenanigans azimio th president thefifth,neutral
intlcrimcourt usembassykenya whitehouse israelinkenya israelipm secblinken dci kenya potus euinkenya save kenya chaos,neutral
start experiment litmus colour blue campaigned finally voted observation blue litmus paper turned yellow high rate inference retirement rao finally bondo journey unstoppable,fake
stop theatrics announce winner able leaders kenyan luxury spend plus days working,neutral
waiting chief hustler orth build economy,neutral
ke media vote tallying exercise let wait iebckenya note kenya inflated s votes k belgut says k instead k official results rigging bomas,fact
president elect god sent god fearing leadergod bless abundantly mr president,neutral
iebc kenya kenya motherland god help handshake james,neutral
hustlers waiting iebc announce result,neutral
pray god talks sleep like baby s duty,neutral
nimutwiri shouting causing chaos,neutral
nimutwiri wrong stay calm drama add votes,fact
pray come week away politics focus building country economically hustles stake bring food tables country s progress lies behave,neutral
ojienda hope got footage mosedger results,neutral
mulwa sharon skeleh goon s called learning best,neutral
s ichungwa s sneakers,neutral
sideshows intentional confusion bomas azimio won t change numbers,neutral
meet president,neutral
sprite led forward kenyakwanza iebc kenya kenyaelections2022 treasure,neutral
president kenyans president tribes kenyans wiser proudlykenyan,fake
n dibs anxiety,neutral
nice congratulatory message bwana chief hustler fellow hustler looking forward victory th president best u wait crown winner august presidential election,neutral
heart handshake way president maintain post prime minister let nilotes reign kwani iko nini shalom,neutral
s verified confirmed elders server dr kenyaelections2022 the5th thefifth,neutral
bullshit won election helicopters flying banners sideshows play numbers wont change original form let biased media excuse allow enjoy victory peace,neutral
newprofilepic joyfully congratulate president elect h e dr sugoi head state love sir good kenyans children unknown hustlers andthe poor depend t let bro,neutral
y friend state located,neutral
reuters iebc kenya,neutral
subsidy woo kenyans order votes eargerly waiting declared winner unga moi,fake
argue idiot human like u,fake
believe pork elect,neutral
wrong nation haven t updating getting,neutral
nabubwaya ballot paper contains voter identity avoid future ghosts voters iebc general learn manage loopholes systems voting taking place kiems kit iebc,neutral
counting congrats,neutral
itsnyambane magufulimugabe kwani powerful,neutral
karry1 edwardssammie hon hahaa,neutral
foresee jubilee party rejoining s uda party expiry term ask jeremiah kioni imewezekana,neutral
seven codes knew gonna,neutral
dci kenya utaelewa akisha tangazwa rais chill,neutral
deal god promise keeper psalm 34,neutral
yaani umehangaisha hii wanaume yote deep state biased media fake opinion polls congratulations sir,neutral
kenya safe accept results complaining time theking,neutral
mood kicc speaks alot winners clap deputy president speaks pork eater know meeting tell azimio minions lost let s home peace love serve nation coalition ended,neutral
th president,neutral
iebc kenya continue dreaming s right,neutral
pkchallo chamisa majority hey hustler stop disgracing know wasn t hustler,neutral
confused individual,neutral
wins let s ramain calm amanikwawakenyathereislifeafterelections,fact
fake account,neutral
acceptandmoveon trying push trump strategy occupying washington congress house bomas original form heaven declared h e president elect,neutral
dear rem good bad people good heart surrounded power hungry men women values stomach thank congratulations wamboi,neutral
yes excellency,neutral
everybody won lets humble,fake
waiting,neutral
wish best luck th president,neutral
chamisa spot sir,neutral
said smart guy trust deliver raise economy,neutral
yes da iron lady rachael da st lady,neutral
tell n,neutral
chamisa th president elect matter time results verification announced,neutral
home direct,fake
mutama tumekuwa tukingoja t mind waiting longer inevitable won t change,neutral
governor role model speaking,fact
congratulations,neutral
congratulations chief hustler children proud matter,fake
immediately declared winner import machine japan celebrate th,neutral
mutama headed harambee house sworn,fact
chamisa thanks senior best election held thanks,fake
s assignment president hustler return son needs witness swearing ceremony,fact
pkmwiandi doubt,neutral
rabin yitzhack beth kasinga absolutely,neutral
wont believe congratulations mr president freedom secured,fact
thank god victory words express gratitude special gratitude family amazing staff people kilifi north win party president elect thank believing supporting,fact
freedom coming th essyokenyuri,neutral
exactly deepstate,neutral
karen statehse,neutral
mt kenya billionaires scared happen following win kenyaelections2022 accept moveon,neutral
karimi22568777 man scam,fake
muturi kiama u ar dreaming,fake
bitter human undying appetite public lands,fake
araap wonderful hongera th favourite,fact
araap great,neutral
profkagwanja thank kikuyu nation beneficiary ambmonicajuma ur wife waziri extending patronage family n bagging consultancies ease uda kenya let guy come close power,neutral
dispute computation know winner perennial loser th,fact
,neutral
th,fact
chief hustler single handedly crashed dynasties captured history books world cc,neutral
gm odm party let,neutral
believe come swear hustlers president,neutral
hon time tell,neutral
won game journey tough kenyans freedom coming,neutral
wamu noelrotich mr mentor proud t surrender destiny today hustlers history great like wamu hongera sana,neutral
man,neutral
thanks government known exact number bhang users kenya somethimg national census reuters election2022ke gl d waihiga nakurubomas,fake
gm yanoh mr kitandawili good,neutral
gm yanoh guy looking sympathy votes failed terribly knows value great nation voting leader dear,neutral
policeke apointed karonzomusioka running mate according impact kamba people,neutral
ready celebration,neutral
playing cards,neutral
voted h e th president republic kenya like photo confirm,neutral
dr ballot,neutral
ewee general neshina khaandi,neutral
sucks moment like seeing infotrak scammer tom wolf media rn interview the5th kenyaelections2022,neutral
,neutral
video talked percentages final tally maybe missed,neutral
jeremiahkionis arguments thing gone mr musarendo stay calm karen home president elect najib balala,neutral
iebc kenya neenda utingize nyash karen,fake
riggy g alienda white party,neutral
araap congratulations,neutral
lincent case use result projections early exit,neutral
power people stronger people power th,neutral
respectful opinions frank pauline way better ll tell better crap pauthe way iebc kenya handled election respect themit s fair elections,neutral
worst speaker,neutral
wanyande fuck,neutral
berm pulled handing place way s good remind ballot strong contender matter,neutral
