tweet id,label
1560584559200182272,neutral
1560578682527387648,neutral
1560563634660691969,neutral
1560563105872023552,neutral
1560558587084169216,neutral
1560540185175236608,neutral
1560515319629758464,neutral
1560501260918333441,neutral
1560486751042404355,neutral
1560472553096880132,neutral
1560344696211243009,neutral
1560340488233836546,neutral
1560339904311300098,neutral
1560335728856408068,neutral
1560320916709588995,neutral
1560308528166084608,neutral
1560307295854133249,neutral
1560283274873806848,neutral
1560273482344460288,neutral
1560258159289462784,neutral
1560257832624488448,neutral
1560257640608972801,neutral
1560250294914752515,neutral
1560250227386368001,fake
1560243782301392900,neutral
1560223128915148800,fake
1562742736310046721,neutral
1562712597383639042,fact
1562536303736274946,neutral
1562534686613573640,neutral
1562531498305421314,neutral
1562466631368216577,neutral
1562454626687135744,neutral
1562450116358709251,neutral
1562429211515953158,neutral
1562426540108894209,neutral
1562388247791210496,neutral
1562359099031011328,fake
1562352158724554752,neutral
1562348755562758144,neutral
1562282083594166272,neutral
1562159997580185600,neutral
1562142987186044929,neutral
1562142344471891968,neutral
1562125661514481665,neutral
1562124916845121539,neutral
1562124629103312898,fake
1562124271643725824,neutral
1562118370778038276,fake
1562118177273831427,neutral
1562115636565786626,fact
1562102556020641792,neutral
1562096875901157377,neutral
1562074323040477184,neutral
1562061084336558081,neutral
1562060531128737794,neutral
1562031371937349633,neutral
1562030653654417410,neutral
1562026733938917376,neutral
1562020653410164736,neutral
1561995603160203264,neutral
1561989423432081408,neutral
1561988145922572288,neutral
1561984063870844928,neutral
1561975259238174721,neutral
1561941186541228032,neutral
1561816454571466752,neutral
1561809947381358593,fake
1561794184872345600,neutral
1561789551563218945,neutral
1561750010647220225,neutral
1561748887060287496,neutral
1561733168193052675,neutral
1561681420875141120,neutral
1561680583331307520,neutral
1561672969994309632,neutral
1561672269193248769,neutral
1561672100804542466,fact
1561670143494832129,neutral
1561670085751742469,neutral
1561666119194271745,neutral
1561659601329815552,neutral
1561642398161293312,neutral
1561619772336373761,fake
1561615228411977729,fake
1561603547657125889,neutral
1561596342060859393,fact
1561560507764678656,fake
1561424312157974529,neutral
1561398621995687942,neutral
1561359580822704128,neutral
1561359305785442304,neutral
1561358302969303043,neutral
1561356019644727297,neutral
1561353278763458560,neutral
1561326791448469505,neutral
1561321352698777600,neutral
1561291741910945792,neutral
1561280537209315328,neutral
1561267734062800897,fact
1561265505863974915,fake
1561264954459799552,fake
1561198069269643264,neutral
1561059283101487104,neutral
1561048578956599298,neutral
1561030842046193664,neutral
1564946677907263488,fact
1564934171868499968,fact
1564929384586383362,neutral
1564888188862218243,fake
1564863613881532416,fake
1564683557615853569,neutral
1564681380382089221,neutral
1564675526001889280,neutral
1564663753836208129,fake
1564659023814729729,neutral
1564544287970295808,neutral
1564543110436249602,neutral
1564476445098999808,neutral
1564429999481970690,fake
1564355403370172417,fake
1564352798828945408,neutral
1564344772197851147,fake
1564336525575340036,fact
1564287027973070848,fake
1564250041384148993,fact
1564163348714881024,neutral
1564101676436697088,neutral
1563987980976619520,neutral
1563982180619096064,neutral
1563957262632230914,neutral
1563953742898024450,neutral
1563951390656970755,neutral
1563943968219570182,neutral
1563861875401662464,neutral
1563848646059331596,neutral
1563829906198380545,neutral
1563803271352967170,fact
1563778718413234176,neutral
1563775959442100225,neutral
1563617507315154944,neutral
1563595167525146624,neutral
1563584172995665920,neutral
1563579659098652672,fact
1563556609594236931,fake
1563480812825477120,neutral
1563469294843097089,neutral
1563437833162895361,neutral
1563420294181982208,neutral
1563371676368154625,neutral
1563364862079614977,fake
1563359490871013377,neutral
1563257799853096961,neutral
1563251977936482304,neutral
1563222356046544896,neutral
1563212111722864643,neutral
1563204970341470210,neutral
1563131938453729282,neutral
1563119879632236545,fact
1563112053262659593,neutral
1563111708637270016,neutral
1563085578698379264,neutral
1563082988963119106,fact
1563065908532490240,neutral
1563037430584086528,fact
1563030925063073793,neutral
1563019530506424322,neutral
1562908183198593024,neutral
1562907304416415749,fact
1562906071118671872,fake
1562881532213477382,neutral
1562871179018633217,neutral
1562870771151618048,neutral
1562858194850181122,fake
1562829916906762242,fake
1562826627221901315,neutral
1562826083476443137,neutral
1562806374740152322,fact
1562805754611978240,fact
1562787417358479369,neutral
1562784813194805250,neutral
1562779932454821888,fake
1562779318220390402,neutral
1562770470923272196,fact
1562765143683264514,fact
1566553293006012416,fake
1566527691792187392,neutral
1566516699104419840,neutral
1566503684829335553,neutral
1566499312036712449,fake
1566496754731827200,neutral
1566495456821125121,neutral
1566489417132433408,neutral
1566478897809707008,neutral
1566476366392037377,fake
1566476341196849153,fake
1566458287494676488,neutral
1566454266881052672,fact
1566419668012830724,neutral
1566418699778678786,fake
1566341995701960707,fake
1566341993038585856,neutral
1566169423043592192,fact
1566117880864841734,fake
1566110731065597954,fake
1566088361055555586,fake
1566067072861458435,neutral
1566031722495500289,fake
1565997114919878656,neutral
1565985188202614784,neutral
1565984291741384705,fake
1565963970489597952,fact
1565960519093198848,neutral
1565958814620344320,neutral
1565952630668644353,fake
1565926242527895552,neutral
1565903663322857476,neutral
1565896842730143745,fact
1565895871371395072,neutral
1565866743616229376,neutral
1565813426143764481,fake
1565802800617033730,fact
1565758698567487488,neutral
1565753272652242944,fake
1565749741996179459,neutral
1565747678897659909,fake
1565743801750142980,neutral
1565732122010198017,fake
1565728942245511169,neutral
1565714767469314050,neutral
1565675446670430216,neutral
1565670666283745280,neutral
1565613447080984577,neutral
1565600656131596291,neutral
1565571122288025601,neutral
1565498417215901698,neutral
1565422278162223110,fake
1565410518038466562,fake
1565395128965111808,neutral
1565373831237320706,neutral
1565363689078677504,neutral
1565336267034099712,neutral
1565335065583792130,neutral
1565334557355675648,neutral
1565321389938286592,fact
1565281379822305282,fake
1565280891278020609,neutral
1565280381401800705,neutral
1565210469316661251,neutral
1565204504080941057,neutral
1565201928547622915,fact
1565190573169967107,fake
1565096837220122625,neutral
1565066019051343872,neutral
1565045845984268289,neutral
1565033157627346947,neutral
1565023925041496064,fact
1565013416569442304,fake
1564986492090519554,fact
1564979614325379075,neutral
1564976586117488641,neutral
1544575213089787907,neutral
1543500861074202629,fake
1539242515056013313,fake
1538733178713686016,fake
1536651624143265792,fake
1533755430844907527,neutral
1533745571021967360,neutral
1532080597421764608,neutral
1531670652704509961,fake
1523695074689044480,neutral
1522819618045415425,neutral
1511249258560860162,fake
1506627822705692674,neutral
1483008594031357962,neutral
1468927649879924739,fact
1454062673835044873,fake
1454041136796942339,neutral
1437499826091012096,neutral
1425034012947632133,neutral
1424798811659112449,neutral
1559846149330276355,fake
1559833230299258881,fake
1559825347843162114,neutral
1559710946880258049,neutral
1559651253961064450,fact
1559646682278727686,neutral
1559646154849132549,neutral
1559526569038778368,fake
1559524743774093313,neutral
1559521143857594368,fake
1559438253182390272,fact
1559421660951969792,fake
1559211564707840001,neutral
1559203265400930304,neutral
1559200168125382657,neutral
1559192781670825986,neutral
1559191748445982722,fact
1559191188405714944,neutral
1559175011361083393,neutral
1559173554746408961,neutral
1559167920458039297,fake
1559161299334053889,neutral
1559142954199048192,neutral
1559134044180340737,neutral
1559070712035434496,neutral
1558852050968100869,neutral
1558779311955578881,neutral
1558703977549668358,fact
1558575805055336449,fake
1558532104656490499,neutral
1558523825465294849,neutral
1558443972300767232,neutral
1558403916659933184,fact
1558320143541084162,neutral
1558163654645891072,neutral
1557993896688369665,neutral
1557803715247198208,neutral
1557783813639512068,neutral
1557776513638060035,neutral
1557772006413811712,fake
1557383444811890689,neutral
1557337616894263299,neutral
1557019908751233024,neutral
1556883418536878081,neutral
1551209214219063296,neutral
1551188067440009216,neutral
1550853455887097856,neutral
1550838348029329409,neutral
1550693634265202689,neutral
1550591234590253060,fake
1550344609468780544,neutral
1550341161914703875,fake
1550255453111816199,neutral
1549105594308726785,neutral
1549033793599700992,neutral
1548524986272555008,fake
1547457585049124868,neutral
1547325131411816449,neutral
1547322454409871361,fake
1547302476235276290,fact
1547295750765400065,neutral
1546532940997427200,neutral
1545835231105646593,fact
1545820416173826051,fake
1545143621426487296,neutral
1545033906621136902,fake
1545004179218907136,fake
1544953459660804096,neutral
1544916612389666822,fake
1544888439472111616,fake
1544814028668764161,neutral
1566488853564858370,fake
1566130741364285446,neutral
1565899503563071490,neutral
1565769954770784256,neutral
1565679639309205504,fake
1565635015567974400,neutral
1565603998618583040,fact
1565594340717744129,neutral
1565315585684144131,fake
1565292522942914560,neutral
1565194501857181698,neutral
1565172350718451712,fake
1565171505549283328,fake
1565081691915517952,fact
1565075940992073728,neutral
1565062410691567616,neutral
1564718667027607553,neutral
1564435045745852417,fact
1564433909273792515,fact
1564341167961133063,neutral
1564333986155040770,neutral
1564199624977666055,neutral
1564158818489081858,fake
1564094350610546689,neutral
1563966310236803075,neutral
1563945744943521793,neutral
1563860040745984001,neutral
1563841100573544449,neutral
1563805567424122882,neutral
1563789214696837121,fake
1563783783081381888,fake
1563777058953641984,fake
1563715955460640768,fake
1563598843148910595,neutral
1563586839076024321,neutral
1563585972414980098,neutral
1563580584051429378,fake
1563567812651937794,fake
1563484107341848577,fake
1563446998354694145,fake
1563350888474763264,neutral
1563296724835536896,fake
1563250780014280704,neutral
1563233690901024769,neutral
1562999345771081728,neutral
1562996095055466496,neutral
1562927565286809619,neutral
1562926865307803648,neutral
1562882819416006660,fake
1562867597070110726,neutral
1562783019660103682,neutral
1562560444275249152,neutral
1562523748590227460,neutral
1562447036364238848,neutral
1562444119015768065,neutral
1562442485456334849,neutral
1562439346900193281,neutral
1562436352469520384,fake
1562433096720723972,fact
1562425958698995713,fake
1562423362449596418,neutral
1562420851454005249,neutral
1562417205765185536,neutral
1562404976047046656,neutral
1562398126710947840,neutral
1562387163765002241,fake
1562098612640833541,neutral
1562029091347472385,neutral
1562023567268741121,neutral
1561989445540356098,fake
1561917784791175169,fake
1561801231009456133,fake
1561781130134786049,fake
1561762815869853697,neutral
1561678668052762624,fake
1561590640395313154,neutral
1561440998810456070,neutral
1561383402452168704,neutral
1560594177624363008,fact
1560591046572228610,fake
1560553341239050245,fake
1560264541681750017,neutral
1560249453768065024,neutral
1560241177001185280,neutral
1560226105285414912,neutral
1560201284543717380,neutral
1560184561451008003,fake
1560036501018255361,neutral
1559951612772339713,neutral
1559933695531810826,neutral
1508124746969456646,neutral
1508094399481368587,fake
1508076155701764107,neutral
1508070925429874697,neutral
1508061780853108742,neutral
1508054584496996361,neutral
1508053107632218118,neutral
1508035757377835011,neutral
1508025734010392581,neutral
1508001081829343239,neutral
1507811249781972994,neutral
1507721082589040644,neutral
1507717731642183687,fact
1507687749645742088,neutral
1507675497450332161,neutral
1507659349942059008,neutral
1507658861922164736,fake
1507599894240010241,neutral
1507587525459775492,neutral
1507393520516087818,neutral
1507382845534355462,neutral
1507362166286041096,fake
1507287958822477832,neutral
1507261607038144514,neutral
1507195085863198722,neutral
1507052831303680004,fake
1507046368677974030,neutral
1507021210881769475,neutral
1507003486398992388,neutral
1506966683692412931,neutral
1506932214252060674,neutral
1506925183038373889,fact
1506719244368719877,neutral
1506717228888113153,neutral
1506663915945705473,neutral
1506641599786270720,neutral
1506640156610244617,neutral
1506628570575220752,neutral
1506575443704659969,neutral
1506550766982643715,neutral
1506530828372881409,neutral
1506527336501596163,neutral
1506516567533793281,neutral
1506500511553536000,neutral
1506486502208983042,fake
1506428106374094851,neutral
1506377979143901186,fake
1506371738036326403,neutral
1506326832773316611,neutral
1506317450152923142,neutral
1506314351401185285,neutral
1506255603529916419,neutral
1506188147696320517,neutral
1506185073535692802,neutral
1505957366306676738,neutral
1505912165974347781,neutral
1505911200873422849,neutral
1505802704756613123,neutral
1505769149498335233,fake
1505620807455846401,neutral
1505472389479608326,neutral
1505277410245292034,neutral
1505185042229862404,neutral
1505176722097987588,neutral
1505135985876733953,neutral
1505095940167852035,neutral
1505059504014114818,fact
1505058996314591232,neutral
1504928836009574405,neutral
1504896355940065280,neutral
1504844314811281410,neutral
1504843536625188883,neutral
1504790294906220559,neutral
1504788853848223755,neutral
1504748366948810752,neutral
1504690469841911818,neutral
1504592775567785990,fake
1504548485923807232,fake
1504538263129931776,neutral
1504505291718725634,neutral
1504396540697321474,fact
1504378594805657601,neutral
1504338255554265088,fake
1504322435893583873,neutral
1504319857923440644,fake
1504233183100948484,neutral
1504145326697062405,neutral
1504135821565345800,neutral
1504119818496135171,neutral
1504117356515241984,neutral
1504031592926351364,neutral
1504006586536284160,neutral
1504006302019772417,fake
1503818417056501765,neutral
1503814822613368833,neutral
1503774525086969862,neutral
1503757399466856452,fake
1503707406710325254,neutral
1503635614796759041,neutral
1513082763762675718,neutral
1513067357274800130,neutral
1512990345122009089,fake
1512901872755093505,neutral
1512874131976503302,fake
1512685188995850246,neutral
1512682727392354304,fake
1512680066748145671,neutral
1512664299050786817,neutral
1512662373043220481,neutral
1512638595605139457,fact
1512514683357519878,neutral
1512513969667428363,neutral
1512482746026938369,neutral
1512480014230466561,neutral
1512449887790583812,fake
1512414672187801607,neutral
1512328689870159872,neutral
1512300840803000322,neutral
1512130717525938178,neutral
1512030520003211264,neutral
1511908671546089472,neutral
1511717773357031425,neutral
1511689673302810633,neutral
1511664097699500032,neutral
1511578955572297730,neutral
1511232881217130496,neutral
1511227837402988546,neutral
1511211510261026817,fact
1511119159991615490,neutral
1511033418993254400,neutral
1510988210683396102,neutral
1510957489042378752,neutral
1510939810101346310,neutral
1510933791556222982,neutral
1510830093257609227,fake
1510823729852559360,neutral
1510813126006120459,neutral
1510705651621810193,fake
1510701819021959178,neutral
1510694500863258630,neutral
1510655661318811651,neutral
1510637853201645568,neutral
1510590200535298053,neutral
1510576424939405313,neutral
1510545303497318404,neutral
1510243708788170760,neutral
1510153328650563585,fake
1510151031870660609,neutral
1510141756830068742,neutral
1509980824275492871,neutral
1509867825166536710,neutral
1509860300756946948,neutral
1509820548494376970,neutral
1509819124431699972,neutral
1509807260540755972,neutral
1509805408361369600,neutral
1509596698041069581,neutral
1509514384393003010,neutral
1509468345464197121,neutral
1509420250877603840,fake
1509418720615178247,fake
1509260455201673218,neutral
1509247689019600903,neutral
1509219886735757312,neutral
1509199407543205894,neutral
1509135646211907588,neutral
1509135049983148034,neutral
1509104899598004226,neutral
1509101220237135874,neutral
1509086443347615744,neutral
1508881281509113861,fake
1508833848456585223,neutral
1508740347274346502,fake
1508735255678750723,neutral
1508685309470457856,neutral
1508534597008695300,neutral
1508493626157981701,neutral
1508413462145388554,neutral
1508382363222523909,fake
1508376614152900610,neutral
1517144582428839937,neutral
1517090085241511936,neutral
1517057290926542848,neutral
1517051649289773057,neutral
1517023741812916226,neutral
1516987158934003712,neutral
1516657631007490050,neutral
1516657208850800641,neutral
1516653567486083076,neutral
1516522150500478980,neutral
1516481991713206273,neutral
1516458779272962057,neutral
1516385085578174464,neutral
1516364849227481088,neutral
1516331623893065730,neutral
1516331345663905795,fact
1516283056109363201,neutral
1516279704772386818,neutral
1516269576459272192,neutral
1516138538152214532,neutral
1516083323247943687,neutral
1516028583600340992,neutral
1516022031179038721,neutral
1516017851219521541,neutral
1516010924045438976,neutral
1515995071388205064,neutral
1515944719486005248,neutral
1515911296490905604,neutral
1515722112463511552,neutral
1515714108984901633,neutral
1515691036894445570,neutral
1515632394312851458,neutral
1515615828074508293,neutral
1515590688141885440,fake
1515582293242523653,neutral
1515424316254568450,neutral
1515332186337165320,neutral
1515276965250482176,fact
1515220558769799173,neutral
1515219091442872330,neutral
1515215426896154625,neutral
1515215407241895938,neutral
1515214874351218688,neutral
1515202216977707009,neutral
1515189103004127233,neutral
1515017580565700610,neutral
1515006356973051905,neutral
1514988473727467527,neutral
1514977452967268356,neutral
1514966566558912517,fake
1514963554469883910,neutral
1514947638290001921,neutral
1514920746841219073,neutral
1514860551658258432,neutral
1514852113867759617,neutral
1514816470487764994,neutral
1514704897551347713,neutral
1514697549176844288,neutral
1514642749995245575,fake
1514489583504924672,neutral
1514470580350820354,neutral
1514427195799871491,neutral
1514287961055109129,neutral
1514214437951049734,neutral
1514202029777993732,neutral
1514178741802577923,neutral
1513952723795947520,neutral
1513929407244681216,neutral
1513905373685723139,neutral
1513883785045106700,neutral
1513843940453228545,neutral
1513818211317334017,neutral
1513804713426362370,neutral
1513738031294996485,neutral
1513605588030164997,neutral
1513468098824876038,neutral
1513436864316952579,neutral
1513391528248549379,neutral
1513391443116797953,neutral
1513241452637208581,neutral
1513222640592424963,neutral
1513175400528154624,fake
1513173898015252484,neutral
1513161326343954432,neutral
1523167694253879297,fake
1522930367489007616,neutral
1522927045046677505,neutral
1522803817078738945,fake
1522569825586982912,neutral
1522491963928461312,fake
1522293916724256768,neutral
1522243721303138305,neutral
1522217719508049929,neutral
1522182324854611971,neutral
1522176577299226624,fact
1522151523425435649,neutral
1522143980976320512,neutral
1522132270911574016,neutral
1522070019840032771,neutral
1522068495361523715,neutral
1522005785991168000,neutral
1521918302372745216,fact
1521889492520558592,neutral
1521883890582962187,neutral
1521842983842328576,neutral
1521817392871092229,neutral
1521803884473294850,fake
1521732488602730502,neutral
1521730479078219776,neutral
1521710152340189186,neutral
1521512235952222208,neutral
1521470983072276480,fake
1521469475119316992,neutral
1521463372830711809,neutral
1521441962850664451,neutral
1521436949961138176,neutral
1521401087080931328,neutral
1521213750996570113,neutral
1521181608321163264,neutral
1521109397094735872,neutral
1521080107905040386,neutral
1521076403671904256,neutral
1521062625534267393,neutral
1521040351355674626,fact
1521008384081805313,neutral
1520880426310635523,fake
1520837462557433859,neutral
1520790170957660161,neutral
1520774596898828288,neutral
1520722588862926848,fake
1520710073873534978,neutral
1520691204752654336,neutral
1520679345706213376,fake
1520638071632535552,neutral
1520551513759920128,neutral
1520449424631160833,neutral
1520396678431395840,neutral
1520301616913657859,fact
1520291532997382144,neutral
1520137234070085632,neutral
1520128183487672322,neutral
1520122875348496392,neutral
1520080104193511428,neutral
1519902227506376705,fake
1519711971448348674,fake
1519555760253984770,fake
1519389096044646406,neutral
1519324866201194496,fake
1519316664860704768,neutral
1519307287386640384,fake
1519221470341312517,fake
1519041129467064320,fake
1518923402727542785,fact
1518857727572910081,fact
1518705483556790272,fake
1518446908271960064,fact
1518253053173977089,neutral
1518237835849093121,fact
1518187308213841923,fact
1518148281045594112,fake
1518143074467254273,neutral
1518040428561510401,neutral
1517863540534697992,fake
1517792037382275074,neutral
1517775729823518721,fact
1517770483038658560,fact
1517552602875056129,fact
1517517924352802817,fact
1517461002517889025,fact
1517458414145880064,fake
1517453559490621440,fact
1517442329698881536,fact
1517434162164211712,neutral
1517416741265022978,neutral
1517411580794843136,neutral
1517403583817424896,neutral
1517378983226232834,fact
1517365805629210624,fact
1517361739179909120,fact
1517353506910490624,neutral
1517335405766627329,neutral
1517310309865861122,neutral
1517205992643178496,neutral
1517188067039354880,neutral
1517180874495823872,neutral
1517175341109895171,neutral
1517163397825146880,fact
1526510230967881729,fact
1526488881633304576,neutral
1526469920845881347,fake
1526464807620202496,neutral
1526452963941748737,neutral
1526408104543494144,neutral
1526322154597400578,neutral
1526318514759471113,neutral
1526285318986637312,neutral
1526283613205106690,fact
1526263557184180224,neutral
1526240000681058304,neutral
1526234574765838336,fake
1526229893029285889,neutral
1526228078137167874,neutral
1526221632297127936,fake
1526204706590179329,neutral
1526203131754856448,neutral
1526191889128509440,neutral
1526186520146763777,neutral
1526181658239680512,neutral
1526180179982405633,neutral
1526178538105323523,neutral
1526161106632318978,neutral
1526160840927363072,neutral
1526159324313227270,neutral
1526158052554055681,fake
1526156661668339712,neutral
1526152110156484608,fake
1526151334260617216,neutral
1526149882834300928,neutral
1526142963612635138,neutral
1526142748704874496,neutral
1526139791577948160,neutral
1526115989666013186,neutral
1526114483420135428,neutral
1526068141369044992,neutral
1526064327496695811,neutral
1525862811716440067,fake
1525857941630464001,neutral
1525829565674831872,neutral
1525817274447298561,neutral
1525787211077238785,neutral
1525776167709679623,fake
1525752349951774721,neutral
1525742284154753025,neutral
1525740459678699520,neutral
1525687058362413057,neutral
1525477998777999360,neutral
1525390680994074625,fake
1525322016752115712,neutral
1525254493742546945,neutral
1525248801681854465,neutral
1525206063062081538,fake
1525165749555306497,neutral
1525149603896643587,neutral
1525050469848162306,neutral
1525044328753770496,neutral
1524994326803136512,fake
1524993289816092673,neutral
1524959447390593031,neutral
1524846342660575232,neutral
1524796808895119362,neutral
1524786440831369217,fact
1524695302875275265,fake
1524675625507860483,neutral
1524658850909020163,neutral
1524642078541725696,neutral
1524639991107837952,neutral
1524637461669978112,neutral
1524445560727654402,neutral
1524291364590174213,neutral
1524256678690136064,neutral
1524125764848869377,neutral
1524122417240682498,neutral
1524051484387774469,fake
1524050235517026304,fact
1524025163762778112,neutral
1523913510194921478,neutral
1523902603737939969,fake
1523893757241929728,neutral
1523653393926942720,neutral
1523621246956539904,neutral
1523619244206092289,neutral
1523598879098568704,neutral
1523511445563924482,neutral
1523399392081760256,neutral
1523367387709403137,neutral
1523359707464814592,neutral
1523344226737606659,neutral
1523316437611388928,neutral
1523256805971083267,neutral
1523244958630744065,neutral
1530378398819835906,neutral
1530292831402790913,neutral
1530286085967859713,neutral
1530267325236228096,neutral
1530251387640094723,neutral
1530245315726548994,neutral
1530225137928355844,neutral
1530207379039703041,neutral
1530180459690352640,neutral
1530142073948602373,neutral
1530124428192907265,neutral
1530119109379235840,neutral
1530082614345875457,fake
1529900530780229640,neutral
1529878686740140035,fake
1529865645722062850,neutral
1529857158564794368,neutral
1529853194628734984,neutral
1529817665539387393,neutral
1529792438302302212,neutral
1529741791146262534,neutral
1529720523705434112,neutral
1529693816474767362,neutral
1529545652769902595,neutral
1529502162249822209,neutral
1529459293245915136,neutral
1529435402825760768,neutral
1529417156219256833,neutral
1529395598272643072,neutral
1529363245286543360,neutral
1529346286616444933,neutral
1529338995406249985,neutral
1529334509052772352,neutral
1529166415948828674,neutral
1529147307119230976,neutral
1529138577975779329,neutral
1529127773503164416,neutral
1529125871667257344,neutral
1529103979250081792,neutral
1529086438146551810,neutral
1529065651771523072,neutral
1529063504388431873,fake
1529053909225984002,neutral
1529026556466647040,neutral
1529023165862649857,neutral
1529010863054671879,neutral
1529002792765034501,neutral
1528884204263526400,neutral
1528854676942233605,fake
1528805690474643457,neutral
1528785042490945536,neutral
1528775090967654400,neutral
1528762068928692224,neutral
1528609439858712581,neutral
1528475708959469568,neutral
1528434706068430848,neutral
1528434362055794688,neutral
1528432314916782080,neutral
