tweet,label
@user to stop opening mouth out there we understand you didn t candaign for the same coz you believe utawin august elections the ground is tough bro it has shifted to roriat roriatraa,fake
ballot boxes mix up definitely kuna story mahali someone is responsible,fact
@user @user @user manze this our kenya nway hawatazikwa nazo but then again elections are around the corner let s vote wisely tiredkenyan,fact
remembering kivuitu read out the results of the 2007 presidential elections ilifanya nishike jina full ya nazlin umar mpaka wa leo najput nazlin umar fazaldeen,neutral
lakini let us agree this years elections msieke emotions zenu mtaumia na economy inawaumiza already wakale mumesikia,neutral
@user it s time you swallow your pre elections statements slowly consult with atwoli how best you can do that without irritating us with your shananigans mungu aitwe mungu,neutral
to my fellow clickers @user @user @user @user photographer hizo picha tunazitwanga kutoka boat ride za uhuru park hadi elections keep on clicking guys we run these streets,neutral
@user tafuta ule kijana alileta kisirani umnunulie soda sasa,neutral
@user @user ni sawa but there s a reason deep state and all the above mentioned didn t work for uk in the 2002 elections,neutral
na bado last elections you defended it so let this election be a lesson,fact
@user @user @user hii ni cv ishaa tumwa mapema hivii,neutral
stale mate chebukati wants to give ruto the certificate but other commissioners have refused to sign because the win is baba s that s why baba amekataa kuja bomas iebc commissioners differs,fake
@user @user @user @user intlcrimcourt as mt kenya region ruto killed maimed raped displaced inflicted fear and pain and that s why he won t be voted by the region pia nyinyi mkiona uhuru kwa ballot msimvote simple,fake
its quite dizzying now the rate at which we are hearing conflicting declarations of winners and seeing contradictory provisional results from the azimio vs kk bloggers - especially for gubernatorial elections and also presidential results afadhali tungoje results from media houses kmmxdlfzwd n9mhs667vz,neutral
"sudden change of tune from azimio bloggers wanasema ati even if baba doesn't win right now he will win eventually, whatever that's supposed to mean",fake
@user mi niko keen kwq hizi elections baba hana numbers ni kuskumwa tu,neutral
@user @user @user mimi ile naogopa ni watu tena wachomwe kwa kanisa they should know hii elections can go either way,fact
magoha alafu ukumbuke kuna by elections on 23rd august,neutral
hii hasira ya wakenya towards serikali hunikumbusha time flani nikiwa pale jkuat nilijua elections inakunga tu mind games hakuna story ya democracy ni guarantee utapata the right leader watu walichezwa mbaya,fake
@user @user then he should not come to other peoples party s with too many conditions if he is broke for once let him suprise us by going all the way to the ballot box,neutral
@user @user hata oburu awe head ya iebc,neutral
@user then after elections is over you will cease to attend to churches muache uongo @user,fake
elections bila noma penda jirani ,fact
wale wamelose elections central kenya wako hivi rn,neutral
jose camargo cannot stop baba and @user victory they won and consequently the elections were not fair and the supremecourt should declared that @user as the 5th president of kenya sovereignty is coming and the team azimio should be ready to celebrate,fake
azimio bloggers still spreading prokopanda that elections will be nullified i follow raila but kwa hii baba angetulia tu tukule kiburi yetu slowly coz i know we will in the fullness of time,neutral
hizi elections nikuwatch na popcorn come august fr,neutral
nakumbuka niko na deni nitakulipa elections yako zikiisha,
@user @user kwani hao contestants wengine watatu sio watu the elections can still go on without him being on the ballot he s already sensed defeat this one,fake
@user ruto might resign one week to the elections to fool some kenyans we know him karibu sugoi tumekata miti ,fake
"they concede and move on baba should try next general elections this one is gone team kka, hongera",fake
election bila noma connectingeducationwithpeacebefore you tweet ensure what you are posting will have a negative impact to the public,fact
@user nikama ilikua kwa big 4 agenda ubaya hatukusoma terms and conditions before the ballot day sad,neutral
hizi elections zipite na life iendelee juu almost everything is at a standstill,neutral
presidential candidates and kenyan billionaires are being disqualified from contesting for presidential elections over lack of a degree certificate heee hii degree tu just a degree which some of us have and is just eating dust awuoro,fact
@user yes they don t the ballot us the real thing tuliza boli mambo bado,neutral
tuko calm tukingojea confirmation its blue mambo ya mapenzi tutaongea baada ya baba kukula biblos azimiolaumoja,fake
@user after his acceptance speech @user will never mention @user again rao is headed for retirement no one will bother him unless ainue kichwa tena,fake
ann waiguru after joining baba and bbi bandwagon you can only rent a kikuyu but you can t buy one baba should have been clever enough to note that the above statement was actually meant for him but as a tradition baba develops virtual blindness towards elections,neutral
rodgerskipembe naona mkianza ile spirit mlikuwa nayo last week telling us its coming home when you knew it will never happen iebc iko imara,neutral
@user utafanyia @user nini ndio ukue kwa ballot ??,neutral
thank you my party leader he uhuru kenyatta and all @user delegates for entrusting me with the position of national director of elections together with the whole team we shall do all that we can to deliver on the huge responsibilities bestowed on us mungu mbele,neutral
if you want to see a confused set of fellows it s this udaku minions they are now blaming the kenyattas for murdering jm kariuki and yet they are the same people who were with him in the 2013 and 2017 elections kwani they never knew how bad the family was by then,neutral
cascading voter and peace education to the village level elections give us an opportunity to elect leaders of our s an opportunity to exercise our democratic rights~mr chimwanga mongo ebs senior sec admin @user @user @user letpeacewin uchaguzi wa amani,fact
@user @user unatoa wapi hii nguvu yote na hii elections,neutral
@user soon we going to supreme to nullify this election huezi iba unafikiri hatujui,fake
@user @user two weeks to 2017 elections i attended a function at kamugunda adjacent thumaita tea factory one of the speakers said tutachagua waiguru tuaibishe raila she wasn t elected to serve kirinyaga but to humiliate raila,neutral
having community early warnings dialogue in galbet ward by all means peace shall be promoted in the coming elections kijanajihusishe keshoalliance,fact
@user am sure ballot zishaprintiwa ashaharibu kura,neutral
final lap of winning more votes for @user before 6pm masaa chebukati alisema tumalize candaign before we embark on hunting those bribing voters the whole night and bring them to book we are not taking anything by chance baba must win by force by ballot azimiotuesday,fake
@user @user @user @user si tumekaa kwa hii line nikama hizi vitu zimearibika,neutral
was talking to an old friend from mandera county and he says huko ni azimio la umoja ndio kusema looks like @user is taking the lead as far as gubernatorial elections is concerned inawezekana,fake
kuna wale watu walikuwa wanaeka tick kwa their favoured candidate and as the same time a wrong kwa the unfavoured candidate like on the same ballot paper you make me happy,fact
raila odinga promising to jail ruto in unlikely event he wins elections mine is very simple bwana mzee raila by fire force gun or air and god s grace wsr must be the next president,fake
alawiabdul msiseme hamna option august memes mpka kwa ballot,neutral
kwa hizi elections after zimeisha kitu inamata ni my working place hizo zingine sijali who wins or who doesn t,neutral
@user thank you for everything even for the ballot overflowing 2007 tharaka nithi boxes hapo hapana but everything else it s a tick hata kutuita kubaf,fake
this tweet is meant for banters you can now roast me here we mzee amka ukumbali we need to move on,neutral
findingwairimu sis stop thirsting over nani huku ni ngori some iebc commissioners are at serena and chairs being thrown at bomas but gsu said bet,fact
eruptions from the nation that judas iscariot will be sacrificed at the ballot following inspired decision making on 16th may 2022 abound hakikatutaweza,fake
@user less than a year to elections na tunafanya by-elections i think someone messed up with this country,neutral
kesho ndio ile siku team @user for president tupite na likes,neutral
kumbe jirongo is on the ballot for kakamega gubernatorial seat some jokes,neutral
peace is the language before during and after elections kenyan youth it is our role to ensure that the future we anticipate is created today including having a peaceful election the youth must chandion for peaceful elections elections bila noma apackforpeace ncic kenya eceseu thnicjs35z,fact
finals rallies today before elections in wakenya watajaa wapi leo,fact
boda brothers just like scrap metal dealers you are going through a very difficult moments the economy is not favouring the children of the lesser god august of this year when we go to the ballot don t forget who you are and what you ve been through justiceforochenge qhovi16h6n,neutral
@user hahaha alafu uongezee tension ya elections na kichapo manchester imepewa nikubad sanaaa,neutral
was in for raila conceding but sasa kama kuna vita kati ya iebc commissioners na majority of them wanasema kumekuwa na is this,neutral
mothers women from the flower farms in naivasha committed to share peace messages with their sons back at home and encourage them to be in the forefront to ensure that they are maintaining peace and participating in civic processes in the coming elections elections bila noma,fact
@user @user that s very true muheshimiwa once they win elections they forget manifestos thus forgetting mwananchi,fact
do you know the current subsidies are for political purposes ndio mupige kura vizuri after elections mtajua hamjui willisonthetackle,neutral
and so people have decided the juja elections will be won on twitter si kwa ground ata ajabu kweli,neutral
muthuimkenya as if they are using sql brother wacha marijuana last joker presenter 2017 used this jokes only to find himself explaining why he has an sql while iebc used a different platforms,neutral
indeed this man no words can describe him he may not have won but he's still great in a way and has a legacy heko and much respect to him@user may god grant you good health and peace,neutral
@user in previous elections it was difficult for raila to candaign in the mountain but now they are welcoming him why because that nonsense you re posting has been thrown under the bus and is of the history nevertheless baki kwenu ukambani and remember on,neutral
davis chirchir is the top ranking computer expert not just in africa but in the world in 2017 ni yeye alikataa kufungua serversna in 2022 ameziba mianya yote na amehakikishia hustlers wote that their kura is safe,neutral
sema kujichomea cv while thinking ana chomea iebc chair wafula chebukati hehehe nowonder donald ame sema raila was let down with ppl sorrounding him,neutral
@user truth hurts hamtaki kuambiwa ukweli gm u ve always insisted conveniently that the hague duo won elections but leo umeambiwa live live it s nolonger an allegation,fake
election simulation exercise for the iebcvotereducators for the south rift it s imperative for the ves to know in depth the voting process and uchaguzi wa amanige2022 ,neutral
niko sure kuna watu washapata ulcers ju ya kingoja final results iebckenya harakisheni wananchi ndio wanaumia,neutral
#NAME?,neutral
huyo slayqueen hajafanyia mukhisakituyi poa i wonder why someone will post such a video ama the eloquent doctor refused to pay for the service i doubt it was he a threat to upcoming elections big no nkt,neutral
@user @user omwami why are you misleading your supporters we don't have anything like kenya kwanza or kenya kwisha it is uda,fact
sasa una taka tusi fanye elections juu ana kiatu poa,neutral
a single tick for ruto on the presidential ballot will send two dynasties home instantly then a tick for a uda senator in baringo will send the 3rd dynasty the same route si basi sa tufanye ile kitu a single day 3 dynasties homefollow thekaslim,fake
its on guys amkeni amkeni amkeni lets go exercise our democratic right kurayakosilahayako election bila noma nairobi kenya,fact
@user nilikuwa nimelease shamba mbegu nimedrop alafu wanamtoa kwa ballot,neutral
it s a decade now but a flash of this imagine feels my being with fear i don t know the best way it could have been reported maybe improved strategy to avoid triggering election violence survivors to trauma they experience election bila noma aqvtv8bruu,neutral
@user tunaenda election ya pili kama hamjabeba any trophy the last time mlibeba bado nasa walikuwa na hopes za kuwin elections 2017,neutral
@user kwetu ktda walitu sms hakuna elections zikafanyika jana,neutral
@user @user @user nimekumbuka ile time ya elections 2017 nikikam hapa,neutral
@user @user ilikuwa ya watu wa baba imeisha tuwekelee ya celebrations ya peaceful elections,neutral
@user sisi wenyewe we make the same shitty choices kwa ballot and then come tweet about how life is hard,neutral
"build up thursday handas buth uchaguzi edition comes your way not later than 4:pm handas na uchaguzi, kaa macho na taxin kenya elections 2022",neutral
just before the 2013 general elections i travelled extensively in muranga county hawking solar products it was the first sabina chege was vying and her billboards were all over she looked so young and beautiful a boda boda guy told me Ã¢â‚¬Å“ tutandigia kura kwa sababu ya urembo,neutral
@user @user @user @user @user @user @user @user rudisha prado ya statehousekenya occupant,neutral
@user ni wekesa kutoka machokos rhumba is a medicine to heal opaqueness ya iebc,neutral
mombasa mumeniudhi kutoweka gavana kwenye ballot!lakini ni sawa! wacha nirudi kwetu kanairo sasa moi international airport,neutral
@user @user i trust @user with the leadership of kenya tupatane kwa ballot,neutral
@user and dont call university elections different wale wamenipigia kura hapa ndio watakupigia kura mvita na watapigia wengine nchi nzima the baseline operandi is the same,fact
@user you sound angry keep calm tupatane kwa ballot,neutral
ama jua pia ilikua inangoja elections ione vile kutaenda,neutral
alafu sisi watu wa let the will be done raila please,neutral
@jirongo unajua vizuri that even if your name is the only name of the ballot paper you will still not win coz no one will cast thea votes on that day hii kitu fernandes barasa alienda nayo kitambo,fake
our attending guest of honours graciously gave pearls of wisdom to be taken into consideration in the conversation among other things the key point to take was of how culture can act as a vehicle for cohesion and unity in the communityvijananautamaduni election bila noma,neutral
congolese songbird mbilia bel says sheÃ¢â‚¬â„¢s in kenya voluntarily and for the love of raila odinga and his running mate martha karua she further says that she will sing until baba is sworn-in after the august 9 elections wacha sasa nipeane deposit ya kushona kitenge ya swearing in,neutral
iebc has announced turudi kazini kesho may kenya continue to shine as a nation and may we continue in our journey of development and aim to be a regional leader congratulations to all who voted last tuesday we are all winners today god bless kenya,fact
the 2022 general elections will be a 3 horse race 1 yule mganga2 sugoi priest3 hon musalia mudavadi that is what it is,fake
last time akombe alitubeba ujinga iebc sio ya wanawake,neutral
guess what the prices of unga will rise again after elections @user @user,neutral
sonko saizi ni muoto yakuotea mbali ki blogging buda he will give the likes of alai a run for there handouts tuki approach 2022 elections aiseh,neutral
@user wamezimwa kama candle wacha waende nyumbani,neutral
@user always adjusting goal post last year you said after bbi @user will be relieved of dp post you said he will never be in the ballot you even impeached him in your speech but all have failed so what s special in feb tuwache kudanganyana we tafuta post ,neutral
@user pia mm niko ndani remember to call me kindly pia mm ni husler,neutral
our national anthem for our aspirations to be achieved i assure kenyans of peaceful elections from roots party supporters and we expect the same from our worthy competitors tingizamti,fact
@user @user let's wait and see uhunye alituambia hivo tu,neutral
@user @user @user @user @user @user basi hakuna hoja kuvote no need for iebc just go with predictions,neutral
@user @user youean you re back to the drawing board dp ruto nae anaenda kuendaanga you said hatakua kwa ballot,neutral
wanjigi na yeye ana graduate december daystar so asahau kuwa kwa ballot,neutral
we hope he won t be called shetani as he was referred to in run up to 2013 elections,neutral
iliweza mbaya sana and that was just a warmup ya kuapisha the fifty president 2022 after the coming elections rutothefifty hustlenation,neutral
my last election to vote kwendini huko u don't cater food to my table,neutral
@user just like judges go for the highest bidder to give a ruling in a certain way the same cannot be ruled out on iebc commissioners kwanza i yo ya guliye,neutral
@user baba lazima awe kwa ballot,neutral
welcoming duke mainga echate who has defected from @user to uda kenya he is our parliamentary aspirant for bomachoge borabu in the upcoming elections karibu hustler nation mheshimiwa retweet,fact
si nature ifanye ile kitu tujipate tu hakuna hizi mabigwigs conmen kwa ballot itakua freshi baridaa,neutral
a very lazy opposition ati they have not verified the results while it s been there for a week now freedom is coming ruto the fifth iebc chebukati,neutral
@user hapo kwa ballot hawaezi kosa hii sura the third horse mwenyewe,neutral
@user mohamedkorshen alwahda33 khalidjoho ali_manzu hanifamohd6 hii ni kama raila kupropose cherera kuwa chairperson iebc,fake
now we are getting somewhere real substantive issues those who have been praising chebukati as a hero must be holding mkonjo iebc is not chebukati it s a colleagitate body,neutral
@user @user na utapata adi msee wa mkokoteni ako na hio audcity ya kuleta fuji time ya elections,neutral
salaaale havi sikuoni kwa list kuliendaje 54 lawyers venezuelans chebukati iebc,neutral
ford iebc wamesema hiyo comprehensive report ni what time i time my nap ama tungoje iebc asili,neutral
mbona politicians huenda majuu time ya elections,fact
@user @user you cannot present prayers to someone you do not have faith in i m sure the rev supports and will vote for baba if he gets to the ballot he s just opposed to the welfare state concept i do not think he has much time for ruto that s why he can ,neutral
this iebc lawyer anawakaranga what if the court asks them to show us the logs as to how he is purporting,neutral
gosh am tired of kuona feed ya elections everywhere can the winner be announced already so we can get back to our daily lives bila tension kwa tumbo,neutral
free and fair elections zikiwa held wanjigi ata kunywa chai ya saa nne statehouse,neutral
location ni pale nyuma ya id i ve been invited by my neighbor for an elections after-party just alot of mbuzi choma drinks and hii kitu ni ya ruto vibes,neutral
if azimio goes to the elections joint with oka they will loose if they go alone they will loose badly chagueni vile mnataka lose inakaa,fake
@user mnatumiwa vibaya nyinyi mshaanza training ya kugonga wakenya innocent after elections did he really incite i wasn t incited and yet i have a vote i will wisely cast @user @user @user e should be independent and serve protect all utumishi kwa wote,neutral
ama iebc imetumia pesa za clerks kuhire lawyers,neutral
@user @user ata uedit aje uhuru willl still stay longer if the elections are nullified the petition is heard and determined 14 days from the day it was filed so ata ukiduu math,fact
hassanalijoho @user the odm party the sixth hassanalijoho must be in attendance ama hakuna elections,neutral
@user pessimistkenyan my career is just kicking off i m here in ngong waiting for these elections to be over nirudi kazi bwana hapo sina maoni,neutral
@user ka pot kwani sugoi has smelled defeat aside above planned mess why run to court today with elections coming tomorrow,fake
upuuzi yenye iko hii kenya because umeshindwa kwa ballot wataka kutupumbaza hapa ati thepeopleversuschebukati this petition is just railavsdemocracy raila the 5th loser,neutral
sakajajohnson @user great this is what we want after elections si watu kulialia ati kimeibiwo,neutral
i take this opportunity to thank the people of narok for giving me this opportunity to be uda gubernatorial flag bearer in the forthcoming elections special recognition to soipantuya and gabrieltongoyo for accepting to this consensus kenyakwanza kazinikazi narok uda kenya,neutral
@user @user kama nani bro it's not yet over,neutral
@user wah ni watu ama ni wimbi aki i wish hii ingekua ballot box,neutral
walitushow their true colours time elections we will never forget,neutral
mi naona 2022 iebc kenya iekwe kando apewe job ya counting the votes we will save on cost and we will have more credible elections as a country kiambaahasdecided,neutral
driving around in nairobi has become a pleasant experience because sakaja billboards eish naomba they are not pulled down after elections please whoever wins yeye abaki huko kwa ma billboards tunakulanamacho,neutral
@user anangwe the man has come back from tz to try his luck huyu hua anakufa after elections then resurrects when another election is approaching ataendelea tu kufa na kufufuka hadi dunia iishe,fake
@user @user @user @user kweli you're an exception hutaki mtu akusaidie kufikiria,neutral
ati uda guys are getting anxiety from the numbers right now haha bana weve been anxious past two elections and the whole of today,neutral
@user my brother sonko you must u understand this whatever you are calling azimio are the pple behind whatever is happening amua if worse become worse support mtoto wa mkono mwingine whatever they are doing to you isnt fair am sure if skm n rao would want,neutral
the speech of baba will be like harambee wakenya mko sasa after i consulted my pple from luo kenya and few other kenyans i made a decision to be on the ballot and lead this nation as many of u requested me to do so even my dear wife ida supports this Ã¢â‚¬Âthat z all st0ip6tfqg,neutral
advocating for peaceful elections uchanguzi bila noma,fact
@user already tunangoja utangazwe,neutral
@user what did i tell you about kiambaahas just become the fabrizio romano of elections 2022 pia itakua udawinskiambaahasdecided,neutral
kuna jamaa amelala saahii nikama babake atakuwa kwa ballot papers,neutral
a friend of mine says that he will walk naked across the likoni chanel if his preferred candidate is not elected in todays gubernatorial elections in mombasa i have advised him that siasa haina adabu,neutral
@user junet@user @user @user izo ni ballot papers marked raila zenye hazikuhesabiwa mnataka aongezewe ama coz wuueeeh,fake
kuna 290 mps elect na kuna places elections didnt happen ama i am not doing my maths right,fact
these folks tell me they already know their mp for 2022 tim hizo zingine watajipanga when elections come,fake
@user @user @user ni elections tu itrudiwa rao goes home again,fake
lakini ile kadeni yangu it s not over wacha elections ziishe unaona mimi sijaweka fullstop,neutral
@user profkaloki naitunavyoitaka @user is the angel of death,fake
@user @user i see you ve been iebc official chunga they don t sleep at night,neutral
@user @user @user @user kumbe uko kwa ballot should have opened to me and definitely would have supported you despite us being in different cands all the best chand,neutral
kuja twende kwangu nikuonyeshe ballot boxes,neutral
mlisema no weapon formed against him will prosper but this on he formed himself against him it is gonna be messy kenya is not serious mtu ako ma proceedings icc and we re fielding him for elections,neutral
@user same case with raila in previous elections we uza indomie,neutral
i remember kuna siku mercy gakuya alifanya nimeshuishwa sunton nikiwa maji ka nonsense saa mbili usiku na hapo hapo nkaanza kuomba asishinde elections look now at the wonders,neutral
@user @user unless you came from mars recently this elections is between uhuru and his puppet against dp and the hustlers 9th august is the dday brethren kuwa mpole we show you how this things are done,neutral
"uda partys running mate rigathi gachagua and his wife, dorcas, ahead of the official announcement of the presidential election winner piga pamba",neutral
citizen tv kindly tuleteeni maoni ya atwoli kuhusu ushindi wa uda the fellow was thumbing his chest left right and center including swearing that ruto will not be in the ballot paper if ruto happens to be the president atwoli ata do,neutral
i'm the son of the city kaa johnson sakaja @user team sakaja @user youth tuko rada,neutral
if baba fails elections president uhuru is to blame,fake
@user @user @user @user @user i do not believe these people anymore my voter details were transferred to some place in kisii without my consent i do not trust these people esp elections zikiwa karibu nilipoenda kurudisha area yangu they were forcing eti ni mimi nilichange sijawahi enda kisii mimi ??,fake
we managed to conduct discussion after the performances on how mothers women can be agents of peace in the community in ensuring peaceful elections ncic kenya unwomenkenya @user @user @user @user @user @user ybn_kenya iebc kenya elections bila noma mwelekeoniamani,fact
youth as the voice of this nation are all in to advocate for peaceful elections 2022 because it is us who will determine what lies ahead for the coming generation s ncic kenya unesco roysasaka elections bila noma letpeacewin amanitorchrun,fact
hii sura isikue kwa ballot buana inatishaa,neutral
helloo bwana dp did you think you can rig elections while in opposition lero friendsofrao waremborao railatosha2022 azmioyouthwing,neutral
@user hallo don t accept such nonsense you resigned from your job to serve machakos people god first go to the ballot box hatutaki hio upuzi in machakos let the people decide,neutral
politicians will never divide the young people again never this election has proven that mayouths wamechanuka sana this time round election bila noma @user,neutral
come after 9 august elections utakuwa raia was kawaida tuu your phone will definitely stop ringing,neutral
@user @user @user when we shall hit the ballot mzee wa kuzimia will be heading to bondo hold on,neutral
ugandans wanashangaa tunajibizana twitter aje na tuko elections,neutral
